--------- beginning of main
--------- beginning of system
--------- beginning of kernel
04-01 11:18:52.725  2723  2843 W System.err: SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
04-01 11:18:52.725  2723  2843 W System.err: SLF4J: Defaulting to no-operation (NOP) logger implementation
04-01 11:18:52.725  2723  2843 W System.err: SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
--------- beginning of crash
04-01 11:31:30.581  2723  2723 E AndroidRuntime: FATAL EXCEPTION: main
04-01 11:31:30.581  2723  2723 E AndroidRuntime: Process: com.nextcloud.client, PID: 2723
04-01 11:31:30.581  2723  2723 E AndroidRuntime: java.lang.ClassCastException: com.owncloud.android.ui.preview.PreviewImageActivity cannot be cast to com.owncloud.android.ui.activity.FileDisplayActivity
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at com.owncloud.android.ui.preview.PreviewImageFragment.onOptionsItemSelected(PreviewImageFragment.java:432)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.support.v4.app.Fragment.performOptionsItemSelected(Fragment.java:2487)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.support.v4.app.FragmentManagerImpl.dispatchOptionsItemSelected(FragmentManager.java:3307)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.support.v4.app.FragmentController.dispatchOptionsItemSelected(FragmentController.java:344)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.support.v4.app.FragmentActivity.onMenuItemSelected(FragmentActivity.java:374)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.support.v7.app.AppCompatActivity.onMenuItemSelected(AppCompatActivity.java:195)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.support.v7.view.WindowCallbackWrapper.onMenuItemSelected(WindowCallbackWrapper.java:108)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.support.v7.app.AppCompatDelegateImplV9.onMenuItemSelected(AppCompatDelegateImplV9.java:674)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.support.v7.view.menu.MenuBuilder.dispatchMenuItemSelected(MenuBuilder.java:822)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.support.v7.view.menu.MenuItemImpl.invoke(MenuItemImpl.java:171)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.support.v7.view.menu.MenuBuilder.performItemAction(MenuBuilder.java:973)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.support.v7.view.menu.MenuPopup.onItemClick(MenuPopup.java:127)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.widget.AdapterView.performItemClick(AdapterView.java:330)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.widget.AbsListView.performItemClick(AbsListView.java:1187)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.widget.AbsListView.onKeyUp(AbsListView.java:3403)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.widget.ListView.commonKey(ListView.java:2500)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.widget.ListView.onKeyUp(ListView.java:2373)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.KeyEvent.dispatch(KeyEvent.java:2866)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.View.dispatchKeyEvent(View.java:14247)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1954)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.widget.ListView.dispatchKeyEvent(ListView.java:2348)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1959)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewGroup.dispatchKeyEvent(ViewGroup.java:1959)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.widget.PopupWindow$PopupDecorView.dispatchKeyEvent(PopupWindow.java:2544)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$ViewPostImeInputStage.processKeyEvent(ViewRootImpl.java:5947)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$ViewPostImeInputStage.onProcess(ViewRootImpl.java:5815)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:5310)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:5367)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:5333)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:5485)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:5341)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:5542)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:5314)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:5367)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:5333)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:5341)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:5314)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:5367)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:5333)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:5485)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:5341)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:5542)
04-01 11:31:30.581  2723  2723 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:5314)
