--------- beginning of main
--------- beginning of system
--------- beginning of kernel
04-01 10:21:03.269  2938  2938 W System.err: java.io.FileNotFoundException: /jacoco.exec: open failed: EROFS (Read-only file system)
04-01 10:21:03.270  2938  2938 W System.err: 	at libcore.io.IoBridge.open(IoBridge.java:492)
04-01 10:21:03.270  2938  2938 W System.err: 	at java.io.FileOutputStream.<init>(FileOutputStream.java:236)
04-01 10:21:03.270  2938  2938 W System.err: 	at org.jacoco.agent.rt.internal_8ff85ea.output.FileOutput.openFile(FileOutput.java:67)
04-01 10:21:03.270  2938  2938 W System.err: 	at org.jacoco.agent.rt.internal_8ff85ea.output.FileOutput.startup(FileOutput.java:49)
04-01 10:21:03.270  2938  2938 W System.err: 	at org.jacoco.agent.rt.internal_8ff85ea.Agent.startup(Agent.java:122)
04-01 10:21:03.270  2938  2938 W System.err: 	at org.jacoco.agent.rt.internal_8ff85ea.Agent.getInstance(Agent.java:50)
04-01 10:21:03.270  2938  2938 W System.err: 	at org.jacoco.agent.rt.internal_8ff85ea.Offline.<clinit>(Offline.java:31)
04-01 10:21:03.270  2938  2938 W System.err: 	at org.jacoco.agent.rt.internal_8ff85ea.Offline.getProbes(Offline.java:51)
04-01 10:21:03.270  2938  2938 W System.err: 	at org.mozilla.focus.FocusApplication.$jacocoInit(Unknown Source:13)
04-01 10:21:03.270  2938  2938 W System.err: 	at org.mozilla.focus.FocusApplication.<init>(Unknown Source:0)
04-01 10:21:03.270  2938  2938 W System.err: 	at java.lang.Class.newInstance(Native Method)
04-01 10:21:03.270  2938  2938 W System.err: 	at android.app.AppComponentFactory.instantiateApplication(AppComponentFactory.java:76)
04-01 10:21:03.270  2938  2938 W System.err: 	at androidx.core.app.CoreComponentFactory.instantiateApplication(CoreComponentFactory.java:52)
04-01 10:21:03.270  2938  2938 W System.err: 	at android.app.Instrumentation.newApplication(Instrumentation.java:1158)
04-01 10:21:03.270  2938  2938 W System.err: 	at android.app.LoadedApk.makeApplication(LoadedApk.java:1236)
04-01 10:21:03.270  2938  2938 W System.err: 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:6683)
04-01 10:21:03.270  2938  2938 W System.err: 	at android.app.ActivityThread.access$1300(ActivityThread.java:237)
04-01 10:21:03.270  2938  2938 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1913)
04-01 10:21:03.270  2938  2938 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
04-01 10:21:03.270  2938  2938 W System.err: 	at android.os.Looper.loop(Looper.java:223)
04-01 10:21:03.270  2938  2938 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:7656)
04-01 10:21:03.270  2938  2938 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
04-01 10:21:03.270  2938  2938 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
04-01 10:21:03.270  2938  2938 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:947)
04-01 10:21:03.270  2938  2938 W System.err: Caused by: android.system.ErrnoException: open failed: EROFS (Read-only file system)
04-01 10:21:03.270  2938  2938 W System.err: 	at libcore.io.Linux.open(Native Method)
04-01 10:21:03.270  2938  2938 W System.err: 	at libcore.io.ForwardingOs.open(ForwardingOs.java:166)
04-01 10:21:03.270  2938  2938 W System.err: 	at libcore.io.BlockGuardOs.open(BlockGuardOs.java:254)
04-01 10:21:03.270  2938  2938 W System.err: 	at libcore.io.ForwardingOs.open(ForwardingOs.java:166)
04-01 10:21:03.271  2938  2938 W System.err: 	at android.app.ActivityThread$AndroidOs.open(ActivityThread.java:7542)
04-01 10:21:03.271  2938  2938 W System.err: 	at libcore.io.IoBridge.open(IoBridge.java:478)
04-01 10:21:03.271  2938  2938 W System.err: 	... 23 more
04-01 10:21:03.427  2938  2938 W System.err: org.json.JSONException: End of input at character 0 of 
04-01 10:21:03.427  2938  2938 W System.err: 	at org.json.JSONTokener.syntaxError(JSONTokener.java:460)
04-01 10:21:03.428  2938  2938 W System.err: 	at org.json.JSONTokener.nextValue(JSONTokener.java:101)
04-01 10:21:03.428  2938  2938 W System.err: 	at org.json.JSONObject.<init>(JSONObject.java:165)
04-01 10:21:03.428  2938  2938 W System.err: 	at org.json.JSONObject.<init>(JSONObject.java:182)
04-01 10:21:03.428  2938  2938 W System.err: 	at org.mozilla.focus.utils.AppConfigWrapper.convertToInAppUpdateConfig(AppConfigWrapper.java:202)
04-01 10:21:03.428  2938  2938 W System.err: 	at org.mozilla.focus.utils.AppConfigWrapper.getInAppUpdateConfig(AppConfigWrapper.java:182)
04-01 10:21:03.428  2938  2938 W System.err: 	at org.mozilla.rocket.appupdate.InAppUpdateController$1.getInAppUpdateConfig(InAppUpdateController.kt:47)
04-01 10:21:03.428  2938  2938 W System.err: 	at org.mozilla.rocket.appupdate.InAppUpdateManager.<init>(InAppUpdateManager.kt:43)
04-01 10:21:03.428  2938  2938 W System.err: 	at org.mozilla.rocket.appupdate.InAppUpdateController.<init>(InAppUpdateController.kt:53)
04-01 10:21:03.428  2938  2938 W System.err: 	at org.mozilla.rocket.appupdate.InAppUpdateController.<init>(InAppUpdateController.kt:33)
04-01 10:21:03.428  2938  2938 W System.err: 	at org.mozilla.focus.activity.MainActivity.onCreate(MainActivity.kt:172)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.app.Activity.performCreate(Activity.java:7994)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.app.Activity.performCreate(Activity.java:7978)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1309)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:3422)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:3601)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.app.servertransaction.LaunchActivityItem.execute(LaunchActivityItem.java:85)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.app.servertransaction.TransactionExecutor.executeCallbacks(TransactionExecutor.java:135)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.app.servertransaction.TransactionExecutor.execute(TransactionExecutor.java:95)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2066)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.os.Looper.loop(Looper.java:223)
04-01 10:21:03.428  2938  2938 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:7656)
04-01 10:21:03.428  2938  2938 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
04-01 10:21:03.428  2938  2938 W System.err: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
04-01 10:21:03.428  2938  2938 W System.err: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:947)
04-01 10:21:03.442  2938  2938 W System.err: org.json.JSONException: End of input at character 0 of 
04-01 10:21:03.442  2938  2938 W System.err: 	at org.json.JSONTokener.syntaxError(JSONTokener.java:460)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.json.JSONTokener.nextValue(JSONTokener.java:101)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.json.JSONArray.<init>(JSONArray.java:94)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.json.JSONArray.<init>(JSONArray.java:110)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.focus.utils.AppConfigWrapper.getBottomBarItems(AppConfigWrapper.java:110)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.rocket.chrome.BottomBarViewModel.getConfiguredItems(BottomBarViewModel.kt:24)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.rocket.chrome.BottomBarViewModel.refresh(BottomBarViewModel.kt:16)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.rocket.chrome.BottomBarViewModel.<init>(BottomBarViewModel.kt:12)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.rocket.chrome.di.ChromeModule.provideBottomBarViewModel(ChromeModule.kt:75)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.rocket.chrome.di.ChromeModule_ProvideBottomBarViewModelFactory.proxyProvideBottomBarViewModel(ChromeModule_ProvideBottomBarViewModelFactory.java:28)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.rocket.chrome.di.ChromeModule_ProvideBottomBarViewModelFactory.provideInstance(ChromeModule_ProvideBottomBarViewModelFactory.java:19)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.rocket.chrome.di.ChromeModule_ProvideBottomBarViewModelFactory.get(ChromeModule_ProvideBottomBarViewModelFactory.java:15)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.rocket.chrome.di.ChromeModule_ProvideBottomBarViewModelFactory.get(ChromeModule_ProvideBottomBarViewModelFactory.java:8)
04-01 10:21:03.442  2938  2938 W System.err: 	at dagger.internal.DoubleCheck.get(DoubleCheck.java:47)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.focus.fragment.-$$Lambda$8W0sR0vYjfgZVkeo5-FZcqqy6tI.invoke(Unknown Source:2)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.rocket.content.BaseViewModelFactory.create(BaseViewModelFactory.kt:9)
04-01 10:21:03.442  2938  2938 W System.err: 	at androidx.lifecycle.ViewModelProvider.get(ViewModelProvider.java:187)
04-01 10:21:03.442  2938  2938 W System.err: 	at androidx.lifecycle.ViewModelProvider.get(ViewModelProvider.java:150)
04-01 10:21:03.442  2938  2938 W System.err: 	at org.mozilla.focus.fragment.BrowserFragment.onCreate(BrowserFragment.java:236)
04-01 10:21:03.442  2938  2938 W System.err: 	at androidx.fragment.app.Fragment.performCreate(Fragment.java:2684)
04-01 10:21:03.442  2938  2938 W System.err: 	at androidx.fragment.app.FragmentStateManager.create(FragmentStateManager.java:280)
04-01 10:21:03.442  2938  2938 W System.err: 	at androidx.fragment.app.FragmentManager.moveToState(FragmentManager.java:1175)
04-01 10:21:03.442  2938  2938 W System.err: 	at androidx.fragment.app.FragmentManager.moveToState(FragmentManager.java:1356)
04-01 10:21:03.442  2938  2938 W System.err: 	at androidx.fragment.app.FragmentLayoutInflaterFactory.onCreateView(FragmentLayoutInflaterFactory.java:109)
04-01 10:21:03.442  2938  2938 W System.err: 	at androidx.fragment.app.FragmentController.onCreateView(FragmentController.java:135)
04-01 10:21:03.442  2938  2938 W System.err: 	at androidx.fragment.app.FragmentActivity.dispatchFragmentsOnCreateView(FragmentActivity.java:356)
04-01 10:21:03.442  2938  2938 W System.err: 	at androidx.fragment.app.FragmentActivity.onCreateView(FragmentActivity.java:335)
04-01 10:21:03.442  2938  2938 W System.err: 	at android.view.LayoutInflater.tryCreateView(LayoutInflater.java:1067)
04-01 10:21:03.442  2938  2938 W System.err: 	at android.view.LayoutInflater.createViewFromTag(LayoutInflater.java:995)
04-01 10:21:03.442  2938  2938 W System.err: 	at android.view.LayoutInflater.createViewFromTag(LayoutInflater.java:959)
04-01 10:21:03.442  2938  2938 W System.err: 	at android.view.LayoutInflater.rInflate(LayoutInflater.java:1121)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.view.LayoutInflater.rInflateChildren(LayoutInflater.java:1082)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.view.LayoutInflater.inflate(LayoutInflater.java:680)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.view.LayoutInflater.inflate(LayoutInflater.java:532)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.view.LayoutInflater.inflate(LayoutInflater.java:479)
04-01 10:21:03.443  2938  2938 W System.err: 	at androidx.appcompat.app.AppCompatDelegateImpl.setContentView(AppCompatDelegateImpl.java:545)
04-01 10:21:03.443  2938  2938 W System.err: 	at androidx.appcompat.app.AppCompatActivity.setContentView(AppCompatActivity.java:161)
04-01 10:21:03.443  2938  2938 W System.err: 	at org.mozilla.focus.activity.MainActivity.onCreate(MainActivity.kt:178)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.app.Activity.performCreate(Activity.java:7994)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.app.Activity.performCreate(Activity.java:7978)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1309)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:3422)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:3601)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.app.servertransaction.LaunchActivityItem.execute(LaunchActivityItem.java:85)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.app.servertransaction.TransactionExecutor.executeCallbacks(TransactionExecutor.java:135)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.app.servertransaction.TransactionExecutor.execute(TransactionExecutor.java:95)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2066)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.os.Handler.dispatchMessage(Handler.java:106)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.os.Looper.loop(Looper.java:223)
04-01 10:21:03.443  2938  2938 W System.err: 	at android.app.ActivityThread.main(ActivityThread.java:7656)
04-01 10:21:03.443  2938  2938 W System.err: 	at java.lang.reflect.Method.invoke(Native Method)
